X,Species,Development,Agriculture,Energy & Mining,Transportation,Hunting & Trade,Logging,Fishing,Human disturbance,Fire,Dams,Invasive species &d Disease,Pollution,Geological Events,Climate change & severe weather,Other,sum,Family,Order,risk,iucn,NTVUENCR,NTVUENCREWEX,CLASS
5741,Heliobolus lugubris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,NA,NA,,,REPTILIA
5742,Heliobolus neumanni,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,NA,NA,,,REPTILIA
5743,Heliobolus nitidus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,NA,NA,,,REPTILIA
5744,Heliobolus spekii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,NA,NA,,,REPTILIA
5746,Holaspis guentheri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,NA,NA,,,REPTILIA
5747,Holaspis laevis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,NA,NA,,,REPTILIA
5756,Ichnotropis bivittata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,NA,NA,,,REPTILIA
5757,Ichnotropis capensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,NA,NA,,,REPTILIA
5758,Ichnotropis chapini,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,NA,NA,,,REPTILIA
5759,Ichnotropis grandiceps,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,NA,NA,,,REPTILIA
5760,Ichnotropis microlepidota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,NA,NA,,,REPTILIA
5761,Ichnotropis tanganicana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,NA,NA,,,REPTILIA
5762,Iranolacerta brandtii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,NA,NA,,,REPTILIA
5763,Iranolacerta zagrosica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,0,LC,,,REPTILIA
5764,Lacerta agilis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,0,LC,,,REPTILIA
5765,Lacerta bilineata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,0,LC,,,REPTILIA
5766,Lacerta media,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,0,LC,,,REPTILIA
5767,Lacerta pamphylica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,0,LC,,,REPTILIA
5769,Lacerta strigata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,0,LC,,,REPTILIA
5770,Lacerta trilineata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,0,LC,,,REPTILIA
5771,Lacerta viridis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,0,LC,,,REPTILIA
5772,Latastia boscai,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,NA,NA,,,REPTILIA
5773,Latastia caeruleopunctata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,NA,NA,,,REPTILIA
5774,Latastia cherchii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,0,LC,,,REPTILIA
5775,Latastia doriai,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,NA,NA,,,REPTILIA
5776,Latastia johnstonii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,NA,NA,,,REPTILIA
5777,Latastia longicaudata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,NA,NA,,,REPTILIA
5778,Latastia ornata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,NA,NA,,,REPTILIA
5779,Latastia petersiana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,NA,NA,,,REPTILIA
5780,Latastia siebenrocki,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,NA,NA,,,REPTILIA
5781,Latastia taylori,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,NA,NA,,,REPTILIA
5782,Meroles anchietae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,NA,NA,,,REPTILIA
5783,Meroles ctenodactylus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,NA,NA,,,REPTILIA
5784,Meroles cuneirostris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,NA,NA,,,REPTILIA
5785,Meroles knoxii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,0,LC,,,REPTILIA
5786,Meroles micropholidotus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,NA,NA,,,REPTILIA
5787,Meroles reticulatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,NA,NA,,,REPTILIA
5788,Meroles squamulosus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,NA,NA,,,REPTILIA
5789,Meroles suborbitalis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,NA,NA,,,REPTILIA
5790,Mesalina adramitana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,0,LC,,,REPTILIA
5791,Mesalina ayunensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,NA,NA,,,REPTILIA
5792,Mesalina bahaeldini,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,0,LC,,,REPTILIA
5793,Mesalina balfouri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,0,LC,,,REPTILIA
5794,Mesalina brevirostris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,0,LC,,,REPTILIA
5795,Mesalina ercolinii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,NA,NA,,,REPTILIA
5796,Mesalina guttulata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,NA,NA,,,REPTILIA
5797,Mesalina kuri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,0,LC,,,REPTILIA
5798,Mesalina martini,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,NA,NA,,,REPTILIA
5799,Mesalina olivieri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,0,LC,,,REPTILIA
5800,Mesalina pasteuri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,0,LC,,,REPTILIA
5801,Mesalina rubropunctata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,NA,NA,,,REPTILIA
5802,Mesalina simoni,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,NA,NA,,,REPTILIA
5803,Mesalina watsonana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,NA,NA,,,REPTILIA
5804,Nucras boulengeri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,NA,NA,,,REPTILIA
5805,Nucras caesicaudata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,NA,NA,,,REPTILIA
5806,Nucras holubi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,NA,NA,,,REPTILIA
5807,Nucras intertexta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,NA,NA,,,REPTILIA
5808,Nucras lalandii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,0,LC,,,REPTILIA
5809,Nucras livida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,0,LC,,,REPTILIA
5810,Nucras ornata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,NA,NA,,,REPTILIA
5811,Nucras scalaris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,NA,NA,,,REPTILIA
5812,Nucras taeniolata,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Lacertidae,Squamata,0,LC,,,REPTILIA
5813,Nucras tessellata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,NA,NA,,,REPTILIA
5814,Omanosaura cyanura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,0,LC,,,REPTILIA
5815,Omanosaura jayakari,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,0,LC,,,REPTILIA
5816,Ophisops beddomei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,0,LC,,,REPTILIA
5817,Ophisops elbaensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,NA,NA,,,REPTILIA
5818,Ophisops elegans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,NA,NA,,,REPTILIA
5819,Ophisops jerdonii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,0,LC,,,REPTILIA
5820,Ophisops leschenaultii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,NA,NA,,,REPTILIA
5821,Ophisops microlepis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,0,LC,,,REPTILIA
5822,Ophisops minor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,NA,NA,,,REPTILIA
5823,Ophisops occidentalis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,0,LC,,,REPTILIA
5825,Parvilacerta parva,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,0,LC,,,REPTILIA
5826,Pedioplanis benguellensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,NA,NA,,,REPTILIA
5827,Pedioplanis breviceps,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,NA,NA,,,REPTILIA
5828,Pedioplanis burchelli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,0,LC,,,REPTILIA
5829,Pedioplanis gaerdesi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,0,LC,,,REPTILIA
5830,Pedioplanis haackei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,NA,NA,,,REPTILIA
5831,Pedioplanis huntleyi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,NA,NA,,,REPTILIA
5832,Pedioplanis husabensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,NA,NA,,,REPTILIA
5833,Pedioplanis inornata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,NA,NA,,,REPTILIA
5834,Pedioplanis laticeps,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,0,LC,,,REPTILIA
5835,Pedioplanis lineoocellata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,NA,NA,,,REPTILIA
5836,Pedioplanis namaquensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,NA,NA,,,REPTILIA
5837,Pedioplanis rubens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,NA,NA,,,REPTILIA
5838,Pedioplanis undata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,NA,NA,,,REPTILIA
5839,Philochortus hardeggeri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,NA,NA,,,REPTILIA
5840,Philochortus intermedius,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,NA,NA,,,REPTILIA
5841,Philochortus neumanni,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,0,LC,,,REPTILIA
5842,Philochortus phillipsi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,NA,NA,,,REPTILIA
5843,Philochortus spinalis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,NA,NA,,,REPTILIA
5845,Phoenicolacerta cyanisparsa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,0,LC,,,REPTILIA
5847,Phoenicolacerta laevis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,0,LC,,,REPTILIA
5848,Phoenicolacerta troodica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,0,LC,,,REPTILIA
5849,Podarcis bocagei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,0,LC,,,REPTILIA
5852,Podarcis erhardii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,0,LC,,,REPTILIA
5853,Podarcis filfolensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,0,LC,,,REPTILIA
5855,Podarcis guadarramae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,NA,NA,,,REPTILIA
5856,Podarcis hispanicus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,0,LC,,,REPTILIA
5859,Podarcis liolepis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,NA,NA,,,REPTILIA
5860,Podarcis melisellensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,0,LC,,,REPTILIA
5862,Podarcis muralis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,0,LC,,,REPTILIA
5863,Podarcis peloponnesiacus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,0,LC,,,REPTILIA
5866,Podarcis siculus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,0,LC,,,REPTILIA
5867,Podarcis tauricus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,0,LC,,,REPTILIA
5868,Podarcis tiliguerta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,0,LC,,,REPTILIA
5869,Podarcis vaucheri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,0,LC,,,REPTILIA
5870,Podarcis virescens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,NA,NA,,,REPTILIA
5871,Podarcis waglerianus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,0,LC,,,REPTILIA
5872,Poromera fordii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,NA,NA,,,REPTILIA
5873,Psammodromus algirus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,0,LC,,,REPTILIA
5875,Psammodromus edwarsianus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,NA,NA,,,REPTILIA
5876,Psammodromus hispanicus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,0,LC,,,REPTILIA
5878,Psammodromus occidentalis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,NA,NA,,,REPTILIA
5879,Pseuderemias brenneri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,NA,NA,,,REPTILIA
5880,Pseuderemias erythrosticta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,NA,NA,,,REPTILIA
5881,Pseuderemias mucronata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,NA,NA,,,REPTILIA
5882,Pseuderemias savagei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,NA,NA,,,REPTILIA
5883,Pseuderemias septemstriata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,NA,NA,,,REPTILIA
5884,Pseuderemias smithii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,NA,NA,,,REPTILIA
5885,Pseuderemias striatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,NA,NA,,,REPTILIA
5886,Scelarcis perspicillata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,0,LC,,,REPTILIA
5887,Takydromus amurensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,NA,NA,,,REPTILIA
5889,Takydromus formosanus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,0,LC,,,REPTILIA
5890,Takydromus hani,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,0,LC,,,REPTILIA
5891,Takydromus haughtonianus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,NA,NA,,,REPTILIA
5892,Takydromus hsuehshanensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,0,LC,,,REPTILIA
5893,Takydromus intermedius,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,0,LC,,,REPTILIA
5894,Takydromus khasiensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,NA,NA,,,REPTILIA
5895,Takydromus kuehnei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,0,LC,,,REPTILIA
5896,Takydromus luyeanus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,0,LC,,,REPTILIA
5897,Takydromus madaensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,NA,NA,,,REPTILIA
5898,Takydromus sauteri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,NA,NA,,,REPTILIA
5899,Takydromus septentrionalis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,0,LC,,,REPTILIA
5900,Takydromus sexlineatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,0,LC,,,REPTILIA
5901,Takydromus sikkimensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,NA,NA,,,REPTILIA
5903,Takydromus stejnegeri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,0,LC,,,REPTILIA
5904,Takydromus sylvaticus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,0,LC,,,REPTILIA
5905,Takydromus tachydromoides,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,0,LC,,,REPTILIA
5907,Takydromus viridipunctatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,0,LC,,,REPTILIA
5908,Takydromus wolteri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,NA,NA,,,REPTILIA
5909,Teira dugesii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,0,LC,,,REPTILIA
5910,Timon kurdistanicus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,NA,NA,,,REPTILIA
5912,Timon nevadensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,NA,NA,,,REPTILIA
5913,Timon pater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,0,LC,,,REPTILIA
5914,Timon princeps,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,0,LC,,,REPTILIA
5915,Timon tangitanus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,0,LC,,,REPTILIA
5916,Tropidosaura cottrelli,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,3,Lacertidae,Squamata,0,LC,,,REPTILIA
5917,Tropidosaura essexi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,0,LC,,,REPTILIA
5918,Tropidosaura gularis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,0,LC,,,REPTILIA
5919,Tropidosaura montana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,0,LC,,,REPTILIA
5920,Vhembelacerta rupicola,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Lacertidae,Squamata,0,LC,,,REPTILIA
5921,Zootoca vivipara,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lacertidae,Squamata,0,LC,,,REPTILIA
5922,Alluaudina bellyi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lamprophiidae,Squamata,NA,NA,,,REPTILIA
5923,Alluaudina mocquardi,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Lamprophiidae,Squamata,NA,NA,,,REPTILIA
5924,Amblyodipsas concolor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lamprophiidae,Squamata,0,LC,,,REPTILIA
5925,Amblyodipsas dimidiata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Lamprophiidae,Squamata,0,LC,,,REPTILIA
